Country,Year,Value,GHG
Germany,2020,494367063.77,CO2
Estonia,2020,8475035.61,CO2
Ireland,2020,28605060.23,CO2
Greece,2020,57986171.28,CO2
Spain,2020,160658120.97,CO2
France,2020,218902335.05,CO2
Croatia,2020,12174729.04,CO2
Italy,2020,221208643.2,CO2
Cyprus,2020,5513894.21,CO2
Latvia,2020,6269420.28,CO2
Lithuania,2020,16153504.97,CO2
Luxembourg,2020,7337272.0,CO2
Hungary,2020,35444347.82,CO2
Malta,2020,1986561.15,CO2
Netherlands,2020,124964191.08,CO2
Austria,2020,42609391.57,CO2
Poland,2020,270746814.83,CO2
Portugal,2020,35135076.89,CO2
Romania,2020,57918955.99,CO2
Slovenia,2020,10221652.71,CO2
Slovakia,2020,24834536.16,CO2
Finland,2020,34002039.54,CO2
Sweden,2020,31319526.95,CO2
Iceland,2020,3845543.54,CO2
Norway,2020,52590067.93,CO2
Switzerland,2020,20976303.73,CO2
Serbia,2020,44930847.67,CO2
Türkiye,2020,315280430.0,CO2
European Union - 27 countries (from 2020),2021,2310736491.6,CO2
Belgium,2021,69018533.11,CO2
Bulgaria,2021,41128466.51,CO2
Czechia,2021,76676215.92,CO2
Denmark,2021,68746022.73,CO2
Germany,2021,539064362.44,CO2
Estonia,2021,9631930.03,CO2
Ireland,2021,30980283.68,CO2
Greece,2021,58404618.84,CO2
Spain,2021,174108191.72,CO2
France,2021,239180438.62,CO2
Croatia,2021,12387731.33,CO2
Italy,2021,242104205.96,CO2
Cyprus,2021,5459210.13,CO2
Latvia,2021,6655388.02,CO2
Lithuania,2021,16396189.11,CO2
Luxembourg,2021,7367722.0,CO2
Hungary,2021,36048975.02,CO2
Malta,2021,2487478.71,CO2
Netherlands,2021,126891000.92,CO2
Austria,2021,45072094.1,CO2
Poland,2021,301953740.94,CO2
Portugal,2021,34562853.42,CO2
Romania,2021,59881572.48,CO2
Slovenia,2021,10053994.64,CO2
Slovakia,2021,28705471.83,CO2
Finland,2021,34103501.66,CO2
Sweden,2021,33666297.75,CO2
Iceland,2021,3872976.33,CO2
Norway,2021,50386252.76,CO2
Switzerland,2021,22238481.77,CO2
Serbia,2021,43308686.0,CO2
Türkiye,2021,349242964.0,CO2
European Union - 27 countries (from 2020),2022,2303466817.62,CO2
Belgium,2022,66214322.31,CO2
Bulgaria,2022,45957738.53,CO2
Czechia,2022,77121407.77,CO2
Denmark,2022,62745554.5,CO2
Germany,2022,543638476.74,CO2
Estonia,2022,11086367.58,CO2
Ireland,2022,38556757.43,CO2
Greece,2022,54630305.6,CO2
Spain,2022,182676092.15,CO2
France,2022,235168416.28,CO2
Croatia,2022,12467259.06,CO2
Italy,2022,248705540.08,CO2
Cyprus,2022,5549664.37,CO2
Latvia,2022,6567978.58,CO2
Lithuania,2022,15222431.94,CO2
Luxembourg,2022,6854931.0,CO2
Hungary,2022,35658206.71,CO2
Malta,2022,3054450.56,CO2
Netherlands,2022,120955699.52,CO2
Austria,2022,46145695.5,CO2
Poland,2022,290536493.45,CO2
Portugal,2022,36416170.44,CO2
Romania,2022,55897874.56,CO2
Slovenia,2022,9020508.49,CO2
Slovakia,2022,25078804.03,CO2
Finland,2022,34640190.89,CO2
Sweden,2022,32899479.56,CO2
Iceland,2022,4940792.11,CO2
Norway,2022,51380854.79,CO2
Switzerland,2022,22952844.33,CO2
Serbia,2022,43562540.39,CO2
Türkiye,2022,336372930.0,CO2
European Union - 27 countries (from 2020),2023,2088657364.68,CO2
Belgium,2023,61481321.41,CO2
Bulgaria,2023,31872057.31,CO2
Czechia,2023,67950178.59,CO2
Denmark,2023,60965641.28,CO2
Germany,2023,477174998.32,CO2
Estonia,2023,8391837.16,CO2
Ireland,2023,38287501.26,CO2
Greece,2023,46879879.95,CO2
Spain,2023,168009695.12,CO2
France,2023,216764078.21,CO2
Croatia,2023,11610000.23,CO2
Italy,2023,228167639.98,CO2
Cyprus,2023,5568842.86,CO2
Latvia,2023,6668554.46,CO2
Lithuania,2023,14807599.23,CO2
Luxembourg,2023,6596821.78,CO2
Hungary,2023,32511269.05,CO2
Malta,2023,3086872.33,CO2
Netherlands,2023,111964055.4,CO2
Austria,2023,44701734.57,CO2
Poland,2023,265202735.6,CO2
Portugal,2023,32283670.91,CO2
Romania,2023,52411532.24,CO2
Slovenia,2023,8517453.08,CO2
Slovakia,2023,24900706.83,CO2
Finland,2023,30160300.99,CO2
Sweden,2023,31720386.52,CO2
Iceland,2023,5514264.48,CO2
Norway,2023,47632688.39,CO2
Switzerland,2023,:,CO2
Serbia,2023,:,CO2
Türkiye,2023,:,CO2
European Union - 27 countries (from 2020),1995,:,CH4
Belgium,1995,:,CH4
Bulgaria,1995,:,CH4
Czechia,1995,:,CH4
Denmark,1995,342675.05,CH4
Germany,1995,:,CH4
Estonia,1995,:,CH4
Ireland,1995,:,CH4
Greece,1995,:,CH4
Spain,1995,:,CH4
France,1995,:,CH4
Croatia,1995,:,CH4
Italy,1995,:,CH4
Cyprus,1995,:,CH4
Latvia,1995,:,CH4
Lithuania,1995,:,CH4
Luxembourg,1995,:,CH4
Hungary,1995,401536.84,CH4
Malta,1995,6239.04,CH4
Netherlands,1995,1153305.94,CH4
Austria,1995,:,CH4
Poland,1995,:,CH4
Portugal,1995,372267.9,CH4
Romania,1995,:,CH4
Slovenia,1995,:,CH4
Slovakia,1995,221422.17,CH4
Finland,1995,:,CH4
Sweden,1995,:,CH4
Iceland,1995,24477.63,CH4
Norway,1995,:,CH4
Switzerland,1995,201231.23,CH4
Serbia,1995,:,CH4
Türkiye,1995,1684628.87,CH4
European Union - 27 countries (from 2020),1996,:,CH4
Belgium,1996,:,CH4
Bulgaria,1996,:,CH4
Czechia,1996,:,CH4
Denmark,1996,347376.98,CH4
Germany,1996,:,CH4
Estonia,1996,:,CH4
Ireland,1996,:,CH4
Greece,1996,:,CH4
Spain,1996,:,CH4
France,1996,:,CH4
Croatia,1996,:,CH4
Italy,1996,:,CH4
Cyprus,1996,:,CH4
Latvia,1996,:,CH4
Lithuania,1996,:,CH4
Luxembourg,1996,:,CH4
Hungary,1996,404568.56,CH4
Malta,1996,6583.89,CH4
Netherlands,1996,1122964.27,CH4
Austria,1996,:,CH4
Poland,1996,:,CH4
Portugal,1996,368372.1,CH4
Romania,1996,:,CH4
Slovenia,1996,:,CH4
Slovakia,1996,215913.67,CH4
Finland,1996,:,CH4
Sweden,1996,:,CH4
Iceland,1996,25005.37,CH4
Norway,1996,:,CH4
Switzerland,1996,199441.13,CH4
Serbia,1996,:,CH4
Türkiye,1996,1699334.15,CH4
European Union - 27 countries (from 2020),1997,:,CH4
Belgium,1997,:,CH4
Bulgaria,1997,:,CH4
Czechia,1997,:,CH4
Denmark,1997,344304.88,CH4
Germany,1997,:,CH4
Estonia,1997,:,CH4
Ireland,1997,:,CH4
Greece,1997,:,CH4
Spain,1997,:,CH4
France,1997,:,CH4
Croatia,1997,:,CH4
Italy,1997,:,CH4
Cyprus,1997,:,CH4
Latvia,1997,:,CH4
Lithuania,1997,:,CH4
Luxembourg,1997,:,CH4
Hungary,1997,403813.7,CH4
Malta,1997,6874.77,CH4
Netherlands,1997,1061076.26,CH4
Austria,1997,:,CH4
Poland,1997,:,CH4
Portugal,1997,377977.8,CH4
Romania,1997,:,CH4
Slovenia,1997,:,CH4
Slovakia,1997,207185.62,CH4
Finland,1997,:,CH4
Sweden,1997,:,CH4
Iceland,1997,25063.71,CH4
Norway,1997,:,CH4
Switzerland,1997,194705.41,CH4
Serbia,1997,:,CH4
Türkiye,1997,1655040.19,CH4
European Union - 27 countries (from 2020),1998,:,CH4
Belgium,1998,:,CH4
Bulgaria,1998,:,CH4
Czechia,1998,:,CH4
Denmark,1998,348625.04,CH4
Germany,1998,:,CH4
Estonia,1998,:,CH4
Ireland,1998,:,CH4
Greece,1998,:,CH4
Spain,1998,:,CH4
France,1998,:,CH4
Croatia,1998,:,CH4
Italy,1998,:,CH4
Cyprus,1998,:,CH4
Latvia,1998,:,CH4
Lithuania,1998,:,CH4
Luxembourg,1998,:,CH4
Hungary,1998,404150.37,CH4
Malta,1998,7086.08,CH4
Netherlands,1998,1033462.27,CH4
Austria,1998,:,CH4
Poland,1998,:,CH4
Portugal,1998,388003.8,CH4
Romania,1998,:,CH4
Slovenia,1998,:,CH4
Slovakia,1998,200480.06,CH4
Finland,1998,:,CH4
Sweden,1998,:,CH4
Iceland,1998,25516.27,CH4
Norway,1998,:,CH4
Switzerland,1998,193038.27,CH4
Serbia,1998,:,CH4
Türkiye,1998,1671395.7,CH4
European Union - 27 countries (from 2020),1999,:,CH4
Belgium,1999,:,CH4
Bulgaria,1999,:,CH4
Czechia,1999,:,CH4
Denmark,1999,344735.21,CH4
Germany,1999,:,CH4
Estonia,1999,:,CH4
Ireland,1999,:,CH4
Greece,1999,:,CH4
Spain,1999,:,CH4
France,1999,:,CH4
Croatia,1999,:,CH4
Italy,1999,:,CH4
Cyprus,1999,:,CH4
Latvia,1999,:,CH4
Lithuania,1999,:,CH4
Luxembourg,1999,:,CH4
Hungary,1999,406688.93,CH4
Malta,1999,7398.83,CH4
Netherlands,1999,983988.96,CH4
Austria,1999,:,CH4
Poland,1999,:,CH4
Portugal,1999,400513,CH4
Romania,1999,:,CH4
Slovenia,1999,:,CH4
Slovakia,1999,197142.39,CH4
Finland,1999,:,CH4
Sweden,1999,:,CH4
Iceland,1999,25602.01,CH4
Norway,1999,:,CH4
Switzerland,1999,190528.67,CH4
Serbia,1999,:,CH4
Türkiye,1999,1734059.88,CH4
European Union - 27 countries (from 2020),2000,:,CH4
Belgium,2000,:,CH4
Bulgaria,2000,:,CH4
Czechia,2000,:,CH4
Denmark,2000,343720.93,CH4
Germany,2000,:,CH4
Estonia,2000,:,CH4
Ireland,2000,:,CH4
Greece,2000,:,CH4
Spain,2000,:,CH4
France,2000,:,CH4
Croatia,2000,:,CH4
Italy,2000,:,CH4
Cyprus,2000,:,CH4
Latvia,2000,60248.94,CH4
Lithuania,2000,:,CH4
Luxembourg,2000,:,CH4
Hungary,2000,405225.56,CH4
Malta,2000,7582.04,CH4
Netherlands,2000,939786.58,CH4
Austria,2000,:,CH4
Poland,2000,:,CH4
Portugal,2000,410223.2,CH4
Romania,2000,:,CH4
Slovenia,2000,:,CH4
Slovakia,2000,188034.1,CH4
Finland,2000,:,CH4
Sweden,2000,:,CH4
Iceland,2000,25513.32,CH4
Norway,2000,:,CH4
Switzerland,2000,189771.03,CH4
Serbia,2000,:,CH4
Türkiye,2000,1726297.07,CH4
European Union - 27 countries (from 2020),2001,:,CH4
Belgium,2001,:,CH4
Bulgaria,2001,:,CH4
Czechia,2001,:,CH4
Denmark,2001,351691.89,CH4
Germany,2001,:,CH4
Estonia,2001,:,CH4
Ireland,2001,:,CH4
Greece,2001,:,CH4
Spain,2001,:,CH4
France,2001,:,CH4
Croatia,2001,:,CH4
Italy,2001,:,CH4
Cyprus,2001,:,CH4
Latvia,2001,61182.15,CH4
Lithuania,2001,:,CH4
Luxembourg,2001,:,CH4
Hungary,2001,396664,CH4
Malta,2001,7739.45,CH4
Netherlands,2001,913038.38,CH4
Austria,2001,:,CH4
Poland,2001,:,CH4
Portugal,2001,410296.3,CH4
Romania,2001,:,CH4
Slovenia,2001,:,CH4
Slovakia,2001,182206.76,CH4
Finland,2001,:,CH4
Sweden,2001,:,CH4
Iceland,2001,25779.17,CH4
Norway,2001,:,CH4
Switzerland,2001,191565.49,CH4
Serbia,2001,:,CH4
Türkiye,2001,1704296.22,CH4
European Union - 27 countries (from 2020),2002,:,CH4
Belgium,2002,:,CH4
Bulgaria,2002,:,CH4
Czechia,2002,:,CH4
Denmark,2002,350276.55,CH4
Germany,2002,:,CH4
Estonia,2002,:,CH4
Ireland,2002,:,CH4
Greece,2002,:,CH4
Spain,2002,:,CH4
France,2002,:,CH4
Croatia,2002,:,CH4
Italy,2002,:,CH4
Cyprus,2002,:,CH4
Latvia,2002,60568.88,CH4
Lithuania,2002,:,CH4
Luxembourg,2002,:,CH4
Hungary,2002,399388.74,CH4
Malta,2002,8004.31,CH4
Netherlands,2002,868270.13,CH4
Austria,2002,:,CH4
Poland,2002,:,CH4
Portugal,2002,409735.3,CH4
Romania,2002,:,CH4
Slovenia,2002,:,CH4
Slovakia,2002,180686.95,CH4
Finland,2002,:,CH4
Sweden,2002,:,CH4
Iceland,2002,25625.35,CH4
Norway,2002,:,CH4
Switzerland,2002,190545.4,CH4
Serbia,2002,:,CH4
Türkiye,2002,1607472.68,CH4
European Union - 27 countries (from 2020),2003,:,CH4
Belgium,2003,:,CH4
Bulgaria,2003,:,CH4
Czechia,2003,:,CH4
Denmark,2003,349687.63,CH4
Germany,2003,:,CH4
Estonia,2003,:,CH4
Ireland,2003,:,CH4
Greece,2003,:,CH4
Spain,2003,:,CH4
France,2003,:,CH4
Croatia,2003,:,CH4
Italy,2003,:,CH4
Cyprus,2003,:,CH4
Latvia,2003,59421.2,CH4
Lithuania,2003,:,CH4
Luxembourg,2003,:,CH4
Hungary,2003,398129.07,CH4
Malta,2003,8255.63,CH4
Netherlands,2003,837027.32,CH4
Austria,2003,:,CH4
Poland,2003,:,CH4
Portugal,2003,409349.2,CH4
Romania,2003,:,CH4
Slovenia,2003,:,CH4
Slovakia,2003,174912.92,CH4
Finland,2003,:,CH4
Sweden,2003,:,CH4
Iceland,2003,25470.54,CH4
Norway,2003,:,CH4
Switzerland,2003,187882.03,CH4
Serbia,2003,:,CH4
Türkiye,2003,1702476.51,CH4
European Union - 27 countries (from 2020),2004,:,CH4
Belgium,2004,:,CH4
Bulgaria,2004,:,CH4
Czechia,2004,:,CH4
Denmark,2004,343439.9,CH4
Germany,2004,:,CH4
Estonia,2004,:,CH4
Ireland,2004,:,CH4
Greece,2004,:,CH4
Spain,2004,:,CH4
France,2004,:,CH4
Croatia,2004,:,CH4
Italy,2004,:,CH4
Cyprus,2004,:,CH4
Latvia,2004,57345.31,CH4
Lithuania,2004,:,CH4
Luxembourg,2004,:,CH4
Hungary,2004,386213.13,CH4
Malta,2004,8674.96,CH4
Netherlands,2004,821742.94,CH4
Austria,2004,:,CH4
Poland,2004,:,CH4
Portugal,2004,409859.4,CH4
Romania,2004,:,CH4
Slovenia,2004,:,CH4
Slovakia,2004,171557.05,CH4
Finland,2004,:,CH4
Sweden,2004,:,CH4
Iceland,2004,25438.43,CH4
Norway,2004,:,CH4
Switzerland,2004,187842.21,CH4
Serbia,2004,:,CH4
Türkiye,2004,1722863.37,CH4
European Union - 27 countries (from 2020),2005,:,CH4
Belgium,2005,:,CH4
Bulgaria,2005,:,CH4
Czechia,2005,:,CH4
Denmark,2005,333067.47,CH4
Germany,2005,:,CH4
Estonia,2005,:,CH4
Ireland,2005,:,CH4
Greece,2005,:,CH4
Spain,2005,:,CH4
France,2005,:,CH4
Croatia,2005,:,CH4
Italy,2005,:,CH4
Cyprus,2005,:,CH4
Latvia,2005,60754.8,CH4
Lithuania,2005,:,CH4
Luxembourg,2005,:,CH4
Hungary,2005,377208.86,CH4
Malta,2005,8721.17,CH4
Netherlands,2005,763603.93,CH4
Austria,2005,:,CH4
Poland,2005,:,CH4
Portugal,2005,404586.6,CH4
Romania,2005,:,CH4
Slovenia,2005,:,CH4
Slovakia,2005,167579.55,CH4
Finland,2005,:,CH4
Sweden,2005,:,CH4
Iceland,2005,25315.33,CH4
Norway,2005,:,CH4
Switzerland,2005,189877.82,CH4
Serbia,2005,:,CH4
Türkiye,2005,1797373.62,CH4
European Union - 27 countries (from 2020),2006,:,CH4
Belgium,2006,:,CH4
Bulgaria,2006,:,CH4
Czechia,2006,:,CH4
Denmark,2006,327049.55,CH4
Germany,2006,:,CH4
Estonia,2006,:,CH4
Ireland,2006,:,CH4
Greece,2006,:,CH4
Spain,2006,:,CH4
France,2006,:,CH4
Croatia,2006,:,CH4
Italy,2006,:,CH4
Cyprus,2006,:,CH4
Latvia,2006,59601.62,CH4
Lithuania,2006,:,CH4
Luxembourg,2006,:,CH4
Hungary,2006,356119.37,CH4
Malta,2006,8960.99,CH4
Netherlands,2006,745231.18,CH4
Austria,2006,:,CH4
Poland,2006,:,CH4
Portugal,2006,401459.8,CH4
Romania,2006,:,CH4
Slovenia,2006,:,CH4
Slovakia,2006,169850.47,CH4
Finland,2006,:,CH4
Sweden,2006,:,CH4
Iceland,2006,26536.75,CH4
Norway,2006,:,CH4
Switzerland,2006,190937.35,CH4
Serbia,2006,:,CH4
Türkiye,2006,1854653.19,CH4
European Union - 27 countries (from 2020),2007,:,CH4
Belgium,2007,:,CH4
Bulgaria,2007,:,CH4
Czechia,2007,:,CH4
Denmark,2007,324531.08,CH4
Germany,2007,:,CH4
Estonia,2007,:,CH4
Ireland,2007,:,CH4
Greece,2007,:,CH4
Spain,2007,:,CH4
France,2007,:,CH4
Croatia,2007,:,CH4
Italy,2007,:,CH4
Cyprus,2007,:,CH4
Latvia,2007,61722.23,CH4
Lithuania,2007,:,CH4
Luxembourg,2007,:,CH4
Hungary,2007,347225.72,CH4
Malta,2007,9156.06,CH4
Netherlands,2007,748363.61,CH4
Austria,2007,:,CH4
Poland,2007,:,CH4
Portugal,2007,395750.2,CH4
Romania,2007,:,CH4
Slovenia,2007,:,CH4
Slovakia,2007,163889.9,CH4
Finland,2007,:,CH4
Sweden,2007,:,CH4
Iceland,2007,26857.9,CH4
Norway,2007,:,CH4
Switzerland,2007,190788.96,CH4
Serbia,2007,:,CH4
Türkiye,2007,1955750.3,CH4
European Union - 27 countries (from 2020),2008,16089081.74,CH4
Belgium,2008,318968.93,CH4
Bulgaria,2008,236404.45,CH4
Czechia,2008,551147.03,CH4
Denmark,2008,319754.64,CH4
Germany,2008,2211588.09,CH4
Estonia,2008,44793.06,CH4
Ireland,2008,539894.04,CH4
Greece,2008,441380.18,CH4
Spain,2008,1550285.75,CH4
France,2008,2420291.31,CH4
Croatia,2008,143083.03,CH4
Italy,2008,1795539.72,CH4
Cyprus,2008,34177.72,CH4
Latvia,2008,61781.22,CH4
Lithuania,2008,144377.99,CH4
Luxembourg,2008,23777.55,CH4
Hungary,2008,339152.29,CH4
Malta,2008,5851.39,CH4
Netherlands,2008,754862.61,CH4
Austria,2008,279963.15,CH4
Poland,2008,1660008.07,CH4
Portugal,2008,389216.7,CH4
Romania,2008,1159007.77,CH4
Slovenia,2008,82554.82,CH4
Slovakia,2008,164269.15,CH4
Finland,2008,201715.85,CH4
Sweden,2008,215235.24,CH4
Iceland,2008,26425.23,CH4
Norway,2008,185635.75,CH4
Switzerland,2008,193830.48,CH4
Serbia,2008,:,CH4
Türkiye,2008,1943780.97,CH4
European Union - 27 countries (from 2020),2009,15745265.77,CH4
Belgium,2009,315839.44,CH4
Bulgaria,2009,231716.95,CH4
Czechia,2009,519828.26,CH4
Denmark,2009,314008.68,CH4
Germany,2009,2113783.42,CH4
Estonia,2009,45274.99,CH4
Ireland,2009,524359.15,CH4
Greece,2009,428521.14,CH4
Spain,2009,1600738.06,CH4
France,2009,2375380.47,CH4
Croatia,2009,146184.98,CH4
Italy,2009,1792004.72,CH4
Cyprus,2009,34166.22,CH4
Latvia,2009,61715.36,CH4
Lithuania,2009,140550.21,CH4
Luxembourg,2009,23694.06,CH4
Hungary,2009,330592.8,CH4
Malta,2009,6390.69,CH4
Netherlands,2009,747639.13,CH4
Austria,2009,276302.32,CH4
Poland,2009,1585681,CH4
Portugal,2009,385125.9,CH4
Romania,2009,1101382.44,CH4
Slovenia,2009,79609.11,CH4
Slovakia,2009,158250.89,CH4
Finland,2009,197648.8,CH4
Sweden,2009,208876.61,CH4
Iceland,2009,26268.38,CH4
Norway,2009,185402.47,CH4
Switzerland,2009,190030.77,CH4
Serbia,2009,:,CH4
Türkiye,2009,1908271.6,CH4
European Union - 27 countries (from 2020),2010,15489203.77,CH4
Belgium,2010,313349.91,CH4
Bulgaria,2010,241058.75,CH4
Czechia,2010,526742.95,CH4
Denmark,2010,318078.58,CH4
Germany,2010,2090828.18,CH4
Estonia,2010,45465.18,CH4
Ireland,2010,513258.52,CH4
Greece,2010,437109.29,CH4
Spain,2010,1526210.65,CH4
France,2010,2358674.5,CH4
Croatia,2010,147570.61,CH4
Italy,2010,1781451.67,CH4
Cyprus,2010,34554.75,CH4
Latvia,2010,61153.83,CH4
Lithuania,2010,139512.05,CH4
Luxembourg,2010,23541.52,CH4
Hungary,2010,328974.86,CH4
Malta,2010,5884.43,CH4
Netherlands,2010,741619.71,CH4
Austria,2010,271485.49,CH4
Poland,2010,1549621.22,CH4
Portugal,2010,377139.9,CH4
Romania,2010,1017428.27,CH4
Slovenia,2010,78353.21,CH4
Slovakia,2010,156474.76,CH4
Finland,2010,199075.13,CH4
Sweden,2010,204585.84,CH4
Iceland,2010,26024.88,CH4
Norway,2010,182612.41,CH4
Switzerland,2010,189098.76,CH4
Serbia,2010,284264.27,CH4
Türkiye,2010,1984357.85,CH4
European Union - 27 countries (from 2020),2011,15225901.97,CH4
Belgium,2011,307078.23,CH4
Bulgaria,2011,250899.81,CH4
Czechia,2011,524130.95,CH4
Denmark,2011,312151.21,CH4
Germany,2011,2040060.72,CH4
Estonia,2011,43957.28,CH4
Ireland,2011,512466.85,CH4
Greece,2011,429363.85,CH4
Spain,2011,1534846.11,CH4
France,2011,2290594.36,CH4
Croatia,2011,146806.04,CH4
Italy,2011,1768895.17,CH4
Cyprus,2011,34475.97,CH4
Latvia,2011,60066.89,CH4
Lithuania,2011,133347.24,CH4
Luxembourg,2011,22551.77,CH4
Hungary,2011,321059.56,CH4
Malta,2011,5812.38,CH4
Netherlands,2011,723270.95,CH4
Austria,2011,264238.79,CH4
Poland,2011,1506901.86,CH4
Portugal,2011,374396.8,CH4
Romania,2011,992517.19,CH4
Slovenia,2011,78168.98,CH4
Slovakia,2011,155104.0,CH4
Finland,2011,194045.64,CH4
Sweden,2011,198693.39,CH4
Iceland,2011,25252.61,CH4
Norway,2011,177869.25,CH4
Switzerland,2011,187701.58,CH4
Serbia,2011,293621.09,CH4
Türkiye,2011,2105173.3,CH4
European Union - 27 countries (from 2020),2012,15094748.53,CH4
Belgium,2012,304155.32,CH4
Bulgaria,2012,243185.1,CH4
Czechia,2012,520647.87,CH4
Denmark,2012,308688.92,CH4
Germany,2012,2050240.1,CH4
Estonia,2012,44722.64,CH4
Ireland,2012,538940.74,CH4
Greece,2012,421722.5,CH4
Spain,2012,1491439.0,CH4
France,2012,2260507.13,CH4
Croatia,2012,145336.6,CH4
Italy,2012,1762264.06,CH4
Cyprus,2012,34091.55,CH4
Latvia,2012,60265.5,CH4
Lithuania,2012,133695.39,CH4
Luxembourg,2012,22438.48,CH4
Hungary,2012,323362.76,CH4
Malta,2012,5984.64,CH4
Netherlands,2012,705686.07,CH4
Austria,2012,259144.13,CH4
Poland,2012,1486569.83,CH4
Portugal,2012,365013.4,CH4
Romania,2012,997206.49,CH4
Slovenia,2012,76541.85,CH4
Slovakia,2012,149135.0,CH4
Finland,2012,191887.78,CH4
Sweden,2012,191875.68,CH4
Iceland,2012,24110.8,CH4
Norway,2012,175569.73,CH4
Switzerland,2012,186853.33,CH4
Serbia,2012,292186.31,CH4
Türkiye,2012,2249548.68,CH4
European Union - 27 countries (from 2020),2013,14802709.36,CH4
Belgium,2013,296668.95,CH4
Bulgaria,2013,239621.35,CH4
Czechia,2013,494772.82,CH4
Denmark,2013,305436.98,CH4
Germany,2013,2016737.58,CH4
Estonia,2013,44547.24,CH4
Ireland,2013,549635.26,CH4
Greece,2013,413502.24,CH4
Spain,2013,1441851.42,CH4
France,2013,2199117.29,CH4
Croatia,2013,141489.47,CH4
Italy,2013,1706419.55,CH4
Cyprus,2013,33593.19,CH4
Latvia,2013,62128.5,CH4
Lithuania,2013,131224.42,CH4
Luxembourg,2013,22614.67,CH4
Hungary,2013,317181.49,CH4
Malta,2013,5916.37,CH4
Netherlands,2013,703673.05,CH4
Austria,2013,254803.12,CH4
Poland,2013,1490343.22,CH4
Portugal,2013,357569.3,CH4
Romania,2013,974116.76,CH4
Slovenia,2013,74149.68,CH4
Slovakia,2013,149117.58,CH4
Finland,2013,188326.79,CH4
Sweden,2013,188151.07,CH4
Iceland,2013,23763.82,CH4
Norway,2013,176046.24,CH4
Switzerland,2013,184428.36,CH4
Serbia,2013,296025.05,CH4
Türkiye,2013,2225049.78,CH4
European Union - 27 countries (from 2020),2014,14622043.17,CH4
Belgium,2014,293675.07,CH4
Bulgaria,2014,242531.0,CH4
Czechia,2014,495709.75,CH4
Denmark,2014,305491.29,CH4
Germany,2014,1972043.61,CH4
Estonia,2014,43734.42,CH4
Ireland,2014,553463.11,CH4
Greece,2014,406558.12,CH4
Spain,2014,1411861.37,CH4
France,2014,2179293.02,CH4
Croatia,2014,141973.08,CH4
Italy,2014,1678660.09,CH4
Cyprus,2014,33648.22,CH4
Latvia,2014,63847.34,CH4
Lithuania,2014,129805.75,CH4
Luxembourg,2014,22982.04,CH4
Hungary,2014,314762.8,CH4
Malta,2014,6396.31,CH4
Netherlands,2014,690510.94,CH4
Austria,2014,250564.55,CH4
Poland,2014,1482375.41,CH4
Portugal,2014,353856.7,CH4
Romania,2014,965604.7,CH4
Slovenia,2014,71412.92,CH4
Slovakia,2014,144315.33,CH4
Finland,2014,184473.43,CH4
Sweden,2014,182492.81,CH4
Iceland,2014,24551.05,CH4
Norway,2014,176039.8,CH4
Switzerland,2014,184820.42,CH4
Serbia,2014,285801.1,CH4
Türkiye,2014,2296152.98,CH4
European Union - 27 countries (from 2020),2015,14656095.21,CH4
Belgium,2015,292748.23,CH4
Bulgaria,2015,246799.47,CH4
Czechia,2015,497220.42,CH4
Denmark,2015,302418.02,CH4
Germany,2015,1953146.35,CH4
Estonia,2015,40142.55,CH4
Ireland,2015,573611.88,CH4
Greece,2015,398817.58,CH4
Spain,2015,1467010.35,CH4
France,2015,2157674.31,CH4
Croatia,2015,143568.21,CH4
Italy,2015,1669089.54,CH4
Cyprus,2015,33816.2,CH4
Latvia,2015,61437.44,CH4
Lithuania,2015,128997.22,CH4
Luxembourg,2015,23038.96,CH4
Hungary,2015,314406.6,CH4
Malta,2015,6865.82,CH4
Netherlands,2015,697612.92,CH4
Austria,2015,247259.38,CH4
Poland,2015,1511671.64,CH4
Portugal,2015,348590.4,CH4
Romania,2015,961805.16,CH4
Slovenia,2015,73280.97,CH4
Slovakia,2015,143251.5,CH4
Finland,2015,183946.69,CH4
Sweden,2015,177867.39,CH4
Iceland,2015,24694.34,CH4
Norway,2015,176821.0,CH4
Switzerland,2015,183636.07,CH4
Serbia,2015,289979.1,CH4
Türkiye,2015,2091214.78,CH4
European Union - 27 countries (from 2020),2016,14493042.97,CH4
Belgium,2016,290451.09,CH4
Bulgaria,2016,240294.85,CH4
Czechia,2016,481902.6,CH4
Denmark,2016,305879.14,CH4
Germany,2016,1893419.92,CH4
Estonia,2016,39346.77,CH4
Ireland,2016,589162.78,CH4
Greece,2016,387110.91,CH4
Spain,2016,1460244.59,CH4
France,2016,2153568.72,CH4
Croatia,2016,143098.34,CH4
Italy,2016,1651744.36,CH4
Cyprus,2016,34645.67,CH4
Latvia,2016,62383.82,CH4
Lithuania,2016,124957.94,CH4
Luxembourg,2016,23511.15,CH4
Hungary,2016,311562.35,CH4
Malta,2016,7305.04,CH4
Netherlands,2016,701548.4,CH4
Austria,2016,244275.06,CH4
Poland,2016,1489308.13,CH4
Portugal,2016,350200.0,CH4
Romania,2016,939081.69,CH4
Slovenia,2016,74916.65,CH4
Slovakia,2016,140261.52,CH4
Finland,2016,178270.47,CH4
Sweden,2016,174590.99,CH4
Iceland,2016,24623.77,CH4
Norway,2016,175548.56,CH4
Switzerland,2016,182030.96,CH4
Serbia,2016,283891.07,CH4
Türkiye,2016,2216731.81,CH4
