Country,Year,Value,GHG,Iso3
Bulgaria,2012,243185.1,CH4,BGR
Czechia,2012,520647.87,CH4,CZE
Denmark,2012,308688.92,CH4,DNK
Germany,2012,2050240.1,CH4,DEU
Estonia,2012,44722.64,CH4,EST
Ireland,2012,538940.74,CH4,IRL
Greece,2012,421722.5,CH4,GRC
Spain,2012,1491439.0,CH4,ESP
France,2012,2260507.13,CH4,FRA
Croatia,2012,145336.6,CH4,HRV
Italy,2012,1762264.06,CH4,ITA
Cyprus,2012,34091.55,CH4,CYP
Latvia,2012,60265.5,CH4,LVA
Lithuania,2012,133695.39,CH4,LTU
Luxembourg,2012,22438.48,CH4,LUX
Hungary,2012,323362.76,CH4,HUN
Malta,2012,5984.64,CH4,MLT
Netherlands,2012,705686.07,CH4,NLD
Austria,2012,259144.13,CH4,AUT
Poland,2012,1486569.83,CH4,POL
Portugal,2012,365013.4,CH4,PRT
Romania,2012,997206.49,CH4,ROU
Slovenia,2012,76541.85,CH4,SVN
Slovakia,2012,149135.0,CH4,SVK
Finland,2012,191887.78,CH4,FIN
Sweden,2012,191875.68,CH4,SWE
Iceland,2012,24110.8,CH4,ISL
Norway,2012,175569.73,CH4,NOR
Switzerland,2012,186853.33,CH4,CHE
Serbia,2012,292186.31,CH4,SRB
Türkiye,2012,2249548.68,CH4,TUR
Belgium,2013,296668.95,CH4,BEL
Bulgaria,2013,239621.35,CH4,BGR
Czechia,2013,494772.82,CH4,CZE
Denmark,2013,305436.98,CH4,DNK
Germany,2013,2016737.58,CH4,DEU
Estonia,2013,44547.24,CH4,EST
Ireland,2013,549635.26,CH4,IRL
Greece,2013,413502.24,CH4,GRC
Spain,2013,1441851.42,CH4,ESP
France,2013,2199117.29,CH4,FRA
Croatia,2013,141489.47,CH4,HRV
Italy,2013,1706419.55,CH4,ITA
Cyprus,2013,33593.19,CH4,CYP
Latvia,2013,62128.5,CH4,LVA
Lithuania,2013,131224.42,CH4,LTU
Luxembourg,2013,22614.67,CH4,LUX
Hungary,2013,317181.49,CH4,HUN
Malta,2013,5916.37,CH4,MLT
Netherlands,2013,703673.05,CH4,NLD
Austria,2013,254803.12,CH4,AUT
Poland,2013,1490343.22,CH4,POL
Portugal,2013,357569.3,CH4,PRT
Romania,2013,974116.76,CH4,ROU
Slovenia,2013,74149.68,CH4,SVN
Slovakia,2013,149117.58,CH4,SVK
Finland,2013,188326.79,CH4,FIN
Sweden,2013,188151.07,CH4,SWE
Iceland,2013,23763.82,CH4,ISL
Norway,2013,176046.24,CH4,NOR
Switzerland,2013,184428.36,CH4,CHE
Serbia,2013,296025.05,CH4,SRB
Türkiye,2013,2225049.78,CH4,TUR
Belgium,2014,293675.07,CH4,BEL
Bulgaria,2014,242531.0,CH4,BGR
Czechia,2014,495709.75,CH4,CZE
Denmark,2014,305491.29,CH4,DNK
Germany,2014,1972043.61,CH4,DEU
Estonia,2014,43734.42,CH4,EST
Ireland,2014,553463.11,CH4,IRL
Greece,2014,406558.12,CH4,GRC
Spain,2014,1411861.37,CH4,ESP
France,2014,2179293.02,CH4,FRA
Croatia,2014,141973.08,CH4,HRV
Italy,2014,1678660.09,CH4,ITA
Cyprus,2014,33648.22,CH4,CYP
Latvia,2014,63847.34,CH4,LVA
Lithuania,2014,129805.75,CH4,LTU
Luxembourg,2014,22982.04,CH4,LUX
Hungary,2014,314762.8,CH4,HUN
Malta,2014,6396.31,CH4,MLT
Netherlands,2014,690510.94,CH4,NLD
Austria,2014,250564.55,CH4,AUT
Poland,2014,1482375.41,CH4,POL
Portugal,2014,353856.7,CH4,PRT
Romania,2014,965604.7,CH4,ROU
Slovenia,2014,71412.92,CH4,SVN
Slovakia,2014,144315.33,CH4,SVK
Finland,2014,184473.43,CH4,FIN
Sweden,2014,182492.81,CH4,SWE
Iceland,2014,24551.05,CH4,ISL
Norway,2014,176039.8,CH4,NOR
Switzerland,2014,184820.42,CH4,CHE
Serbia,2014,285801.1,CH4,SRB
Türkiye,2014,2296152.98,CH4,TUR
Belgium,2015,292748.23,CH4,BEL
Bulgaria,2015,246799.47,CH4,BGR
Czechia,2015,497220.42,CH4,CZE
Denmark,2015,302418.02,CH4,DNK
Germany,2015,1953146.35,CH4,DEU
Estonia,2015,40142.55,CH4,EST
Ireland,2015,573611.88,CH4,IRL
Greece,2015,398817.58,CH4,GRC
Spain,2015,1467010.35,CH4,ESP
France,2015,2157674.31,CH4,FRA
Croatia,2015,143568.21,CH4,HRV
Italy,2015,1669089.54,CH4,ITA
Cyprus,2015,33816.2,CH4,CYP
Latvia,2015,61437.44,CH4,LVA
Lithuania,2015,128997.22,CH4,LTU
Luxembourg,2015,23038.96,CH4,LUX
Hungary,2015,314406.6,CH4,HUN
Malta,2015,6865.82,CH4,MLT
Netherlands,2015,697612.92,CH4,NLD
Austria,2015,247259.38,CH4,AUT
Poland,2015,1511671.64,CH4,POL
Portugal,2015,348590.4,CH4,PRT
Romania,2015,961805.16,CH4,ROU
Slovenia,2015,73280.97,CH4,SVN
Slovakia,2015,143251.5,CH4,SVK
Finland,2015,183946.69,CH4,FIN
Sweden,2015,177867.39,CH4,SWE
Iceland,2015,24694.34,CH4,ISL
Norway,2015,176821.0,CH4,NOR
Switzerland,2015,183636.07,CH4,CHE
Serbia,2015,289979.1,CH4,SRB
Türkiye,2015,2091214.78,CH4,TUR
Belgium,2016,290451.09,CH4,BEL
Bulgaria,2016,240294.85,CH4,BGR
Czechia,2016,481902.6,CH4,CZE
Denmark,2016,305879.14,CH4,DNK
Germany,2016,1893419.92,CH4,DEU
Estonia,2016,39346.77,CH4,EST
Ireland,2016,589162.78,CH4,IRL
Greece,2016,387110.91,CH4,GRC
Spain,2016,1460244.59,CH4,ESP
France,2016,2153568.72,CH4,FRA
Croatia,2016,143098.34,CH4,HRV
Italy,2016,1651744.36,CH4,ITA
Cyprus,2016,34645.67,CH4,CYP
Latvia,2016,62383.82,CH4,LVA
Lithuania,2016,124957.94,CH4,LTU
Luxembourg,2016,23511.15,CH4,LUX
Hungary,2016,311562.35,CH4,HUN
Malta,2016,7305.04,CH4,MLT
Netherlands,2016,701548.4,CH4,NLD
Austria,2016,244275.06,CH4,AUT
Poland,2016,1489308.13,CH4,POL
Portugal,2016,350200.0,CH4,PRT
Romania,2016,939081.69,CH4,ROU
Slovenia,2016,74916.65,CH4,SVN
Slovakia,2016,140261.52,CH4,SVK
Finland,2016,178270.47,CH4,FIN
Sweden,2016,174590.99,CH4,SWE
Iceland,2016,24623.77,CH4,ISL
Norway,2016,175548.56,CH4,NOR
Switzerland,2016,182030.96,CH4,CHE
Serbia,2016,283891.07,CH4,SRB
Türkiye,2016,2216731.81,CH4,TUR
Belgium,2017,284549.0,CH4,BEL
Bulgaria,2017,236562.78,CH4,BGR
Czechia,2017,471974.9,CH4,CZE
Denmark,2017,306816.72,CH4,DNK
Germany,2017,1863403.11,CH4,DEU
Estonia,2017,39879.75,CH4,EST
Ireland,2017,607508.99,CH4,IRL
Greece,2017,399689.47,CH4,GRC
Spain,2017,1468577.75,CH4,ESP
France,2017,2137851.24,CH4,FRA
Croatia,2017,142222.24,CH4,HRV
Italy,2017,1643635.36,CH4,ITA
Cyprus,2017,35281.66,CH4,CYP
Latvia,2017,63124.34,CH4,LVA
Lithuania,2017,125710.04,CH4,LTU
Luxembourg,2017,23591.76,CH4,LUX
Hungary,2017,313078.51,CH4,HUN
Malta,2017,7189.68,CH4,MLT
Netherlands,2017,688829.2,CH4,NLD
Austria,2017,243145.37,CH4,AUT
Poland,2017,1501701.54,CH4,POL
Portugal,2017,353355.1,CH4,PRT
Romania,2017,921460.67,CH4,ROU
Slovenia,2017,73358.74,CH4,SVN
Slovakia,2017,139691.75,CH4,SVK
Finland,2017,173497.15,CH4,FIN
Sweden,2017,173289.31,CH4,SWE
Iceland,2017,24193.87,CH4,ISL
Norway,2017,173386.19,CH4,NOR
Switzerland,2017,180078.0,CH4,CHE
Serbia,2017,280590.78,CH4,SRB
Türkiye,2017,2246350.07,CH4,TUR
Belgium,2018,281707.29,CH4,BEL
Bulgaria,2018,226546.56,CH4,BGR
Czechia,2018,467518.26,CH4,CZE
Denmark,2018,309705.54,CH4,DNK
Germany,2018,1781063.34,CH4,DEU
Estonia,2018,40341.83,CH4,EST
Ireland,2018,619657.14,CH4,IRL
Greece,2018,406034.28,CH4,GRC
Spain,2018,1471357.25,CH4,ESP
France,2018,2102017.62,CH4,FRA
Croatia,2018,135928.06,CH4,HRV
Italy,2018,1622059.87,CH4,ITA
Cyprus,2018,35795.49,CH4,CYP
Latvia,2018,59596.99,CH4,LVA
Lithuania,2018,118436.38,CH4,LTU
Luxembourg,2018,23729.3,CH4,LUX
Hungary,2018,314299.76,CH4,HUN
Malta,2018,7489.82,CH4,MLT
Netherlands,2018,651020.23,CH4,NLD
Austria,2018,235854.25,CH4,AUT
Poland,2018,1493043.18,CH4,POL
Portugal,2018,356705.9,CH4,PRT
Romania,2018,905223.69,CH4,ROU
Slovenia,2018,71508.66,CH4,SVN
Slovakia,2018,136685.69,CH4,SVK
Finland,2018,171142.08,CH4,FIN
Sweden,2018,169696.54,CH4,SWE
Iceland,2018,23566.24,CH4,ISL
Norway,2018,171119.34,CH4,NOR
Switzerland,2018,178847.21,CH4,CHE
Serbia,2018,277541.96,CH4,SRB
Türkiye,2018,2411919.44,CH4,TUR
Belgium,2019,278893.9,CH4,BEL
Bulgaria,2019,217939.51,CH4,BGR
Czechia,2019,455189.81,CH4,CZE
Denmark,2019,303640.33,CH4,DNK
Germany,2019,1682122.77,CH4,DEU
Estonia,2019,40926.6,CH4,EST
Ireland,2019,601816.16,CH4,IRL
Greece,2019,398136.79,CH4,GRC
Spain,2019,1455505.43,CH4,ESP
France,2019,2090951.75,CH4,FRA
Croatia,2019,133640.77,CH4,HRV
Italy,2019,1576719.52,CH4,ITA
Cyprus,2019,36509.53,CH4,CYP
Latvia,2019,60088.43,CH4,LVA
Lithuania,2019,116507.02,CH4,LTU
Luxembourg,2019,23004.37,CH4,LUX
Hungary,2019,312782.83,CH4,HUN
Malta,2019,8042.88,CH4,MLT
Netherlands,2019,660922.91,CH4,NLD
Austria,2019,230726.67,CH4,AUT
Poland,2019,1407471.0,CH4,POL
Portugal,2019,359572.0,CH4,PRT
Romania,2019,913097.47,CH4,ROU
Slovenia,2019,71083.15,CH4,SVN
Slovakia,2019,135308.1,CH4,SVK
Finland,2019,167542.45,CH4,FIN
Sweden,2019,164397.45,CH4,SWE
Iceland,2019,21965.57,CH4,ISL
Norway,2019,164449.17,CH4,NOR
Switzerland,2019,175665.36,CH4,CHE
Serbia,2019,281206.41,CH4,SRB
Türkiye,2019,2525702.24,CH4,TUR
Belgium,2020,275154.17,CH4,BEL
Bulgaria,2020,211399.4,CH4,BGR
Czechia,2020,429880.64,CH4,CZE
Denmark,2020,304340.7,CH4,DNK
Germany,2020,1641304.05,CH4,DEU
Estonia,2020,39747.83,CH4,EST
Ireland,2020,609820.05,CH4,IRL
Greece,2020,398500.76,CH4,GRC
Spain,2020,1471700.46,CH4,ESP
France,2020,2057367.79,CH4,FRA
Croatia,2020,129591.8,CH4,HRV
Italy,2020,1606302.56,CH4,ITA
Cyprus,2020,37617.55,CH4,CYP
Latvia,2020,59924.14,CH4,LVA
Lithuania,2020,113368.12,CH4,LTU
Luxembourg,2020,23415.58,CH4,LUX
Hungary,2020,309720.72,CH4,HUN
Malta,2020,8012.56,CH4,MLT
Netherlands,2020,651073.57,CH4,NLD
Austria,2020,227177.17,CH4,AUT
Poland,2020,1403301.45,CH4,POL
Portugal,2020,355261.8,CH4,PRT
Romania,2020,893859.64,CH4,ROU
Slovenia,2020,70288.78,CH4,SVN
Slovakia,2020,132621.56,CH4,SVK
Finland,2020,165405.19,CH4,FIN
Sweden,2020,161177.16,CH4,SWE
Iceland,2020,22565.27,CH4,ISL
Norway,2020,163968.07,CH4,NOR
Switzerland,2020,173914.33,CH4,CHE
Serbia,2020,281285.61,CH4,SRB
Türkiye,2020,2535505.15,CH4,TUR
Belgium,2021,269649.16,CH4,BEL
Bulgaria,2021,219250.29,CH4,BGR
Czechia,2021,431153.72,CH4,CZE
Denmark,2021,308499.04,CH4,DNK
Germany,2021,1592200.43,CH4,DEU
Estonia,2021,40139.45,CH4,EST
Ireland,2021,621756.19,CH4,IRL
Greece,2021,410814.44,CH4,GRC
Spain,2021,1491948.51,CH4,ESP
France,2021,1997116.28,CH4,FRA
Croatia,2021,124092.61,CH4,HRV
Italy,2021,1582306.81,CH4,ITA
Cyprus,2021,38371.81,CH4,CYP
Latvia,2021,59239.66,CH4,LVA
Lithuania,2021,112507.32,CH4,LTU
Luxembourg,2021,23290.36,CH4,LUX
Hungary,2021,302971.1,CH4,HUN
Malta,2021,8055.07,CH4,MLT
Netherlands,2021,638783.05,CH4,NLD
Austria,2021,226308.23,CH4,AUT
Poland,2021,1384438.22,CH4,POL
Portugal,2021,356000.5,CH4,PRT
Romania,2021,875056.89,CH4,ROU
Slovenia,2021,68175.9,CH4,SVN
Slovakia,2021,132085.66,CH4,SVK
Finland,2021,161222.45,CH4,FIN
Sweden,2021,159002.43,CH4,SWE
Iceland,2021,22423.05,CH4,ISL
Norway,2021,163134.0,CH4,NOR
Switzerland,2021,174060.17,CH4,CHE
Serbia,2021,277224.71,CH4,SRB
Türkiye,2021,2556723.43,CH4,TUR
Belgium,2022,262942.51,CH4,BEL
Bulgaria,2022,222310.23,CH4,BGR
Czechia,2022,427400.52,CH4,CZE
Denmark,2022,299048.53,CH4,DNK
Germany,2022,1558301.78,CH4,DEU
Estonia,2022,39553.69,CH4,EST
Ireland,2022,625948.31,CH4,IRL
Greece,2022,412194.83,CH4,GRC
Spain,2022,1488824.28,CH4,ESP
France,2022,1962509.71,CH4,FRA
Croatia,2022,122648.46,CH4,HRV
Italy,2022,1543417.99,CH4,ITA
Cyprus,2022,38125.69,CH4,CYP
Latvia,2022,59625.37,CH4,LVA
Lithuania,2022,109492.84,CH4,LTU
Luxembourg,2022,22795.88,CH4,LUX
Hungary,2022,293859.73,CH4,HUN
Malta,2022,8096.8,CH4,MLT
Netherlands,2022,620477.43,CH4,NLD
Austria,2022,223915.97,CH4,AUT
Poland,2022,1335096.88,CH4,POL
Portugal,2022,355382.1,CH4,PRT
Romania,2022,869121.64,CH4,ROU
Slovenia,2022,64382.69,CH4,SVN
Slovakia,2022,125305.36,CH4,SVK
Finland,2022,155761.0,CH4,FIN
Sweden,2022,157606.68,CH4,SWE
Iceland,2022,21840.96,CH4,ISL
Norway,2022,160065.12,CH4,NOR
Switzerland,2022,172969.36,CH4,CHE
Serbia,2022,273596.41,CH4,SRB
Türkiye,2022,2502798.97,CH4,TUR
Belgium,2023,294493.9,CH4,BEL
Bulgaria,2023,247855.35,CH4,BGR
Czechia,2023,471461.19,CH4,CZE
Denmark,2023,291833.71,CH4,DNK
Germany,2023,1718307.52,CH4,DEU
Estonia,2023,43265.29,CH4,EST
Ireland,2023,564312.85,CH4,IRL
Greece,2023,459509.69,CH4,GRC
Spain,2023,1469769.32,CH4,ESP
France,2023,1934566.8,CH4,FRA
Croatia,2023,123049.44,CH4,HRV
Italy,2023,1537497.21,CH4,ITA
Cyprus,2023,42848.34,CH4,CYP
Latvia,2023,64213.69,CH4,LVA
Lithuania,2023,116751.15,CH4,LTU
Luxembourg,2023,25659.96,CH4,LUX
Hungary,2023,322204.38,CH4,HUN
Malta,2023,8926.41,CH4,MLT
Netherlands,2023,613943.86,CH4,NLD
Austria,2023,246488.16,CH4,AUT
Poland,2023,1452585.05,CH4,POL
Portugal,2023,396093.26,CH4,PRT
Romania,2023,965255.77,CH4,ROU
Slovenia,2023,71059.46,CH4,SVN
Slovakia,2023,135429.61,CH4,SVK
Finland,2023,168450.55,CH4,FIN
Sweden,2023,155986.61,CH4,SWE
Iceland,2023,22287.5,CH4,ISL
Norway,2023,172756.41,CH4,NOR
Switzerland,2023,:,CH4,CHE
Serbia,2023,:,CH4,SRB
Türkiye,2023,:,CH4,TUR
Belgium,2008,22888.08,N2O,BEL
Bulgaria,2008,9770.14,N2O,BGR
Czechia,2008,21254.06,N2O,CZE
Denmark,2008,20893.41,N2O,DNK
Germany,2008,128327.63,N2O,DEU
Estonia,2008,2590.71,N2O,EST
Ireland,2008,19108.68,N2O,IRL
Greece,2008,19523.41,N2O,GRC
Spain,2008,39897.3,N2O,ESP
France,2008,122867.1,N2O,FRA
Croatia,2008,9114.08,N2O,HRV
Italy,2008,68051.93,N2O,ITA
Cyprus,2008,597.13,N2O,CYP
Latvia,2008,3831.31,N2O,LVA
Lithuania,2008,17255.61,N2O,LTU
Luxembourg,2008,802.18,N2O,LUX
Hungary,2008,13257.16,N2O,HUN
Malta,2008,210.85,N2O,MLT
Netherlands,2008,30059.33,N2O,NLD
Austria,2008,11909.26,N2O,AUT
Poland,2008,84821.06,N2O,POL
Portugal,2008,13654.4,N2O,PRT
Romania,2008,37043.76,N2O,ROU
Slovenia,2008,2217.19,N2O,SVN
Slovakia,2008,8955.98,N2O,SVK
Finland,2008,19816.07,N2O,FIN
Sweden,2008,14681.8,N2O,SWE
Iceland,2008,1004.46,N2O,ISL
Norway,2008,10956.38,N2O,NOR
Switzerland,2008,12134.2,N2O,CHE
Serbia,2008,:,N2O,SRB
Türkiye,2008,82602.82,N2O,TUR
Belgium,2009,23180.03,N2O,BEL
Bulgaria,2009,8859.65,N2O,BGR
Czechia,2009,17546.82,N2O,CZE
Denmark,2009,20116.9,N2O,DNK
Germany,2009,129591.75,N2O,DEU
Estonia,2009,2428.11,N2O,EST
Ireland,2009,18575.91,N2O,IRL
Greece,2009,18407.33,N2O,GRC
Spain,2009,39742.62,N2O,ESP
France,2009,117463.36,N2O,FRA
Croatia,2009,6974.44,N2O,HRV
Italy,2009,64390.84,N2O,ITA
Cyprus,2009,589.13,N2O,CYP
Latvia,2009,3881.48,N2O,LVA
Lithuania,2009,10314.34,N2O,LTU
Luxembourg,2009,796.14,N2O,LUX
Hungary,2009,12218.99,N2O,HUN
Malta,2009,203.66,N2O,MLT
Netherlands,2009,29455.27,N2O,NLD
Austria,2009,11165.76,N2O,AUT
Poland,2009,74190.55,N2O,POL
Portugal,2009,12980.2,N2O,PRT
Romania,2009,35090.47,N2O,ROU
Slovenia,2009,2243.11,N2O,SVN
Slovakia,2009,7712.12,N2O,SVK
Finland,2009,16767.56,N2O,FIN
Sweden,2009,14038.22,N2O,SWE
Iceland,2009,936.18,N2O,ISL
Norway,2009,8979.81,N2O,NOR
Switzerland,2009,11650.61,N2O,CHE
Serbia,2009,:,N2O,SRB
Türkiye,2009,86436.52,N2O,TUR
Belgium,2010,24937.5,N2O,BEL
Bulgaria,2010,10769.76,N2O,BGR
Czechia,2010,17449.7,N2O,CZE
Denmark,2010,19640.96,N2O,DNK
Germany,2010,99148.84,N2O,DEU
Estonia,2010,2497.32,N2O,EST
Ireland,2010,19534.6,N2O,IRL
Greece,2010,19211.08,N2O,GRC
Spain,2010,40118.82,N2O,ESP
France,2010,107189.67,N2O,FRA
Croatia,2010,7802.87,N2O,HRV
Italy,2010,62013.29,N2O,ITA
Cyprus,2010,623.22,N2O,CYP
Latvia,2010,4004.16,N2O,LVA
Lithuania,2010,9959.07,N2O,LTU
Luxembourg,2010,798.77,N2O,LUX
Hungary,2010,11968.02,N2O,HUN
Malta,2010,207.46,N2O,MLT
Netherlands,2010,28482.08,N2O,NLD
Austria,2010,10484.77,N2O,AUT
Poland,2010,72582.17,N2O,POL
Portugal,2010,13087.4,N2O,PRT
Romania,2010,35675.36,N2O,ROU
Slovenia,2010,2212.23,N2O,SVN
Slovakia,2010,7840.02,N2O,SVK
Finland,2010,15372.22,N2O,FIN
Sweden,2010,14569.28,N2O,SWE
Iceland,2010,910.23,N2O,ISL
Norway,2010,8632.98,N2O,NOR
Switzerland,2010,11992.93,N2O,CHE
Serbia,2010,10450.89,N2O,SRB
Türkiye,2010,89623.95,N2O,TUR
Belgium,2011,20887.79,N2O,BEL
Bulgaria,2011,9815.26,N2O,BGR
Czechia,2011,20289.6,N2O,CZE
Denmark,2011,19796.35,N2O,DNK
Germany,2011,98915.75,N2O,DEU
Estonia,2011,2531.59,N2O,EST
Ireland,2011,18024.16,N2O,IRL
Greece,2011,18411.54,N2O,GRC
Spain,2011,37384.73,N2O,ESP
France,2011,105367.41,N2O,FRA
Croatia,2011,8023.33,N2O,HRV
Italy,2011,61176.46,N2O,ITA
Cyprus,2011,606.49,N2O,CYP
Latvia,2011,4008.84,N2O,LVA
Lithuania,2011,11117.71,N2O,LTU
Luxembourg,2011,787.21,N2O,LUX
Hungary,2011,12584.82,N2O,HUN
Malta,2011,187.57,N2O,MLT
Netherlands,2011,27790.87,N2O,NLD
Austria,2011,10813.93,N2O,AUT
Poland,2011,73650.74,N2O,POL
Portugal,2011,11942.9,N2O,PRT
Romania,2011,36764.16,N2O,ROU
Slovenia,2011,2237.24,N2O,SVN
Slovakia,2011,5491.47,N2O,SVK
Finland,2011,14993.87,N2O,FIN
Sweden,2011,13527.71,N2O,SWE
Iceland,2011,900.0,N2O,ISL
Norway,2011,8903.27,N2O,NOR
Switzerland,2011,11786.64,N2O,CHE
Serbia,2011,11445.43,N2O,SRB
Türkiye,2011,93490.04,N2O,TUR
Belgium,2012,20710.6,N2O,BEL
Bulgaria,2012,10375.75,N2O,BGR
Czechia,2012,20021.4,N2O,CZE
Denmark,2012,19363.8,N2O,DNK
Germany,2012,99201.3,N2O,DEU
Estonia,2012,2690.85,N2O,EST
Ireland,2012,18806.82,N2O,IRL
Greece,2012,16983.05,N2O,GRC
Spain,2012,35874.92,N2O,ESP
France,2012,105356.17,N2O,FRA
Croatia,2012,7259.97,N2O,HRV
Italy,2012,61967.44,N2O,ITA
Cyprus,2012,589.49,N2O,CYP
Latvia,2012,4231.96,N2O,LVA
Lithuania,2012,10514.9,N2O,LTU
Luxembourg,2012,763.69,N2O,LUX
Hungary,2012,12282.17,N2O,HUN
Malta,2012,187.96,N2O,MLT
Netherlands,2012,27231.02,N2O,NLD
Austria,2012,10690.06,N2O,AUT
Poland,2012,73901.24,N2O,POL
Portugal,2012,11986.3,N2O,PRT
Romania,2012,33919.13,N2O,ROU
Slovenia,2012,2247.5,N2O,SVN
Slovakia,2012,4882.2,N2O,SVK
Finland,2012,14943.52,N2O,FIN
Sweden,2012,13297.62,N2O,SWE
Iceland,2012,926.81,N2O,ISL
Norway,2012,8877.77,N2O,NOR
Switzerland,2012,11663.24,N2O,CHE
Serbia,2012,13401.35,N2O,SRB
Türkiye,2012,96586.39,N2O,TUR
Belgium,2013,20148.19,N2O,BEL
Bulgaria,2013,11417.24,N2O,BGR
Czechia,2013,18985.73,N2O,CZE
Denmark,2013,19189.79,N2O,DNK
Germany,2013,100073.57,N2O,DEU
Estonia,2013,2679.9,N2O,EST
Ireland,2013,20237.26,N2O,IRL
Greece,2013,15908.66,N2O,GRC
Spain,2013,37185.96,N2O,ESP
France,2013,102962.29,N2O,FRA
Croatia,2013,5299.83,N2O,HRV
Italy,2013,59262.36,N2O,ITA
Cyprus,2013,531.06,N2O,CYP
Latvia,2013,4327.96,N2O,LVA
Lithuania,2013,9749.21,N2O,LTU
Luxembourg,2013,770.45,N2O,LUX
Hungary,2013,13464.99,N2O,HUN
Malta,2013,187.55,N2O,MLT
Netherlands,2013,27956.85,N2O,NLD
Austria,2013,10555.35,N2O,AUT
Poland,2013,74508.56,N2O,POL
Portugal,2013,11973.3,N2O,PRT
Romania,2013,35129.48,N2O,ROU
Slovenia,2013,2161.35,N2O,SVN
Slovakia,2013,4949.27,N2O,SVK
Finland,2013,15080.3,N2O,FIN
Sweden,2013,13406.43,N2O,SWE
Iceland,2013,919.74,N2O,ISL
Norway,2013,8795.12,N2O,NOR
Switzerland,2013,11565.1,N2O,CHE
Serbia,2013,13155.99,N2O,SRB
Türkiye,2013,102571.83,N2O,TUR
Belgium,2014,20260.01,N2O,BEL
Bulgaria,2014,13379.95,N2O,BGR
Czechia,2014,19382.27,N2O,CZE
Denmark,2014,19489.54,N2O,DNK
Germany,2014,99983.41,N2O,DEU
Estonia,2014,2775.2,N2O,EST
Ireland,2014,19419.47,N2O,IRL
Greece,2014,15201.24,N2O,GRC
Spain,2014,38272.44,N2O,ESP
France,2014,106987.52,N2O,FRA
Croatia,2014,5198.66,N2O,HRV
Italy,2014,58616.76,N2O,ITA
Cyprus,2014,520.0,N2O,CYP
Latvia,2014,4484.52,N2O,LVA
Lithuania,2014,9999.98,N2O,LTU
Luxembourg,2014,790.65,N2O,LUX
Hungary,2014,14258.27,N2O,HUN
Malta,2014,191.57,N2O,MLT
Netherlands,2014,28508.78,N2O,NLD
Austria,2014,10894.27,N2O,AUT
Poland,2014,73255.98,N2O,POL
Portugal,2014,12517.3,N2O,PRT
Romania,2014,34550.03,N2O,ROU
Slovenia,2014,2205.79,N2O,SVN
Slovakia,2014,5309.94,N2O,SVK
Finland,2014,15259.89,N2O,FIN
Sweden,2014,13768.31,N2O,SWE
Iceland,2014,998.76,N2O,ISL
Norway,2014,8894.62,N2O,NOR
Switzerland,2014,11586.22,N2O,CHE
Serbia,2014,10628.36,N2O,SRB
Türkiye,2014,103309.97,N2O,TUR
Belgium,2015,19689.69,N2O,BEL
Bulgaria,2015,14179.29,N2O,BGR
Czechia,2015,21605.03,N2O,CZE
Denmark,2015,19643.71,N2O,DNK
Germany,2015,101243.55,N2O,DEU
Estonia,2015,2894.75,N2O,EST
Ireland,2015,19623.92,N2O,IRL
Greece,2015,15122.36,N2O,GRC
Spain,2015,38532.83,N2O,ESP
France,2015,105716.72,N2O,FRA
Croatia,2015,5628.58,N2O,HRV
Italy,2015,58049.5,N2O,ITA
Cyprus,2015,534.87,N2O,CYP
Latvia,2015,4674.24,N2O,LVA
Lithuania,2015,10091.58,N2O,LTU
Luxembourg,2015,817.64,N2O,LUX
Hungary,2015,14584.83,N2O,HUN
Malta,2015,191.11,N2O,MLT
Netherlands,2015,29264.32,N2O,NLD
Austria,2015,10896.41,N2O,AUT
Poland,2015,70694.18,N2O,POL
Portugal,2015,12472.1,N2O,PRT
Romania,2015,34781.63,N2O,ROU
Slovenia,2015,2278.17,N2O,SVN
Slovakia,2015,4603.42,N2O,SVK
Finland,2015,15426.93,N2O,FIN
Sweden,2015,13876.14,N2O,SWE
Iceland,2015,952.35,N2O,ISL
Norway,2015,9192.11,N2O,NOR
Switzerland,2015,11462.74,N2O,CHE
Serbia,2015,10250.88,N2O,SRB
Türkiye,2015,105081.06,N2O,TUR
Belgium,2016,18781.57,N2O,BEL
Bulgaria,2016,15334.28,N2O,BGR
Czechia,2016,22050.85,N2O,CZE
Denmark,2016,20113.93,N2O,DNK
Germany,2016,100255.36,N2O,DEU
Estonia,2016,2820.3,N2O,EST
Ireland,2016,20043.59,N2O,IRL
Greece,2016,15468.13,N2O,GRC
Spain,2016,37847.57,N2O,ESP
France,2016,102970.86,N2O,FRA
Croatia,2016,4772.87,N2O,HRV
Italy,2016,60709.67,N2O,ITA
Cyprus,2016,542.71,N2O,CYP
Latvia,2016,4683.53,N2O,LVA
Lithuania,2016,9891.32,N2O,LTU
Luxembourg,2016,840.34,N2O,LUX
Hungary,2016,15464.92,N2O,HUN
Malta,2016,193.89,N2O,MLT
Netherlands,2016,28256.64,N2O,NLD
Austria,2016,11151.41,N2O,AUT
Poland,2016,72422.96,N2O,POL
Portugal,2016,12409.6,N2O,PRT
Romania,2016,34726.72,N2O,ROU
Slovenia,2016,2289.38,N2O,SVN
Slovakia,2016,5180.31,N2O,SVK
Finland,2016,15367.45,N2O,FIN
Sweden,2016,13792.06,N2O,SWE
Iceland,2016,958.81,N2O,ISL
Norway,2016,8748.84,N2O,NOR
